Date,Open,High,Low,Close*,Adj Close**,Volume
21-Apr-22,"4,489.17","4,512.94","4,384.47","4,393.66","4,393.66","3,833,570,000"
20-Apr-22,"4,472.26","4,488.29","4,448.76","4,459.45","4,459.45","3,678,040,000"
19-Apr-22,"4,390.63","4,471.03","4,390.63","4,462.21","4,462.21","3,197,930,000"
18-Apr-22,"4,385.63","4,410.31","4,370.30","4,391.69","4,391.69","3,509,340,000"
14-Apr-22,"4,449.12","4,460.46","4,390.77","4,392.59","4,392.59","3,634,740,000"
13-Apr-22,"4,394.30","4,453.92","4,392.70","4,446.59","4,446.59","3,273,140,000"
12-Apr-22,"4,437.59","4,471.00","4,381.34","4,397.45","4,397.45","3,451,990,000"
11-Apr-22,"4,462.64","4,464.35","4,408.38","4,412.53","4,412.53","3,452,540,000"
8-Apr-22,"4,494.15","4,520.41","4,474.60","4,488.28","4,488.28","3,453,040,000"
7-Apr-22,"4,474.65","4,521.16","4,450.30","4,500.21","4,500.21","4,054,010,000"
6-Apr-22,"4,494.17","4,503.94","4,450.04","4,481.15","4,481.15","4,137,080,000"
5-Apr-22,"4,572.45","4,593.45","4,514.17","4,525.12","4,525.12","3,906,230,000"
4-Apr-22,"4,547.97","4,583.50","4,539.21","4,582.64","4,582.64","3,833,500,000"
1-Apr-22,"4,540.32","4,548.70","4,507.57","4,545.86","4,545.86","3,828,290,000"
31-Mar-22,"4,599.02","4,603.07","4,530.41","4,530.41","4,530.41","3,782,040,000"
30-Mar-22,"4,624.20","4,627.77","4,581.32","4,602.45","4,602.45","3,665,390,000"
29-Mar-22,"4,602.86","4,637.30","4,589.66","4,631.60","4,631.60","4,239,660,000"
28-Mar-22,"4,541.09","4,575.65","4,517.69","4,575.52","4,575.52","3,696,850,000"
25-Mar-22,"4,522.91","4,546.03","4,501.07","4,543.06","4,543.06","3,577,520,000"
24-Mar-22,"4,469.98","4,520.58","4,465.17","4,520.16","4,520.16","3,573,430,000"
23-Mar-22,"4,493.10","4,501.07","4,455.81","4,456.24","4,456.24","4,014,360,000"
22-Mar-22,"4,469.10","4,522.00","4,469.10","4,511.61","4,511.61","3,962,880,000"
21-Mar-22,"4,462.40","4,481.75","4,424.30","4,461.18","4,461.18","3,961,050,000"
18-Mar-22,"4,407.34","4,465.40","4,390.57","4,463.12","4,463.12","6,681,510,000"
17-Mar-22,"4,345.11","4,412.67","4,335.65","4,411.67","4,411.67","4,174,170,000"
16-Mar-22,"4,288.14","4,358.90","4,251.99","4,357.86","4,357.86","5,002,240,000"
15-Mar-22,"4,188.82","4,271.05","4,187.90","4,262.45","4,262.45","4,331,170,000"
14-Mar-22,"4,202.75","4,247.57","4,161.72","4,173.11","4,173.11","4,757,600,000"
11-Mar-22,"4,279.50","4,291.01","4,200.49","4,204.31","4,204.31","3,877,430,000"
10-Mar-22,"4,252.55","4,268.28","4,209.80","4,259.52","4,259.52","4,008,690,000"
9-Mar-22,"4,223.10","4,299.40","4,223.10","4,277.88","4,277.88","4,220,180,000"
8-Mar-22,"4,202.66","4,276.94","4,157.87","4,170.70","4,170.70","6,237,000,000"
7-Mar-22,"4,327.01","4,327.01","4,199.85","4,201.09","4,201.09","5,506,330,000"
4-Mar-22,"4,342.12","4,342.12","4,284.98","4,328.87","4,328.87","4,558,250,000"
3-Mar-22,"4,401.31","4,416.78","4,345.56","4,363.49","4,363.49","4,062,080,000"
2-Mar-22,"4,322.56","4,401.48","4,322.56","4,386.54","4,386.54","4,409,090,000"
1-Mar-22,"4,363.14","4,378.45","4,279.54","4,306.26","4,306.26","4,679,400,000"
28-Feb-22,"4,354.17","4,388.84","4,315.12","4,373.94","4,373.94","4,594,010,000"
25-Feb-22,"4,298.38","4,385.34","4,286.83","4,384.65","4,384.65","3,941,780,000"
24-Feb-22,"4,155.77","4,294.73","4,114.65","4,288.70","4,288.70","5,070,560,000"
23-Feb-22,"4,324.93","4,341.51","4,221.51","4,225.50","4,225.50","3,814,340,000"
22-Feb-22,"4,332.74","4,362.12","4,267.11","4,304.76","4,304.76","4,007,780,000"
18-Feb-22,"4,384.57","4,394.60","4,327.22","4,348.87","4,348.87","3,871,340,000"
17-Feb-22,"4,456.06","4,456.06","4,373.81","4,380.26","4,380.26","3,596,510,000"
16-Feb-22,"4,455.75","4,489.55","4,429.68","4,475.01","4,475.01","3,478,750,000"
15-Feb-22,"4,429.28","4,472.77","4,429.28","4,471.07","4,471.07","3,363,200,000"
14-Feb-22,"4,412.61","4,426.22","4,364.84","4,401.67","4,401.67","3,466,170,000"
11-Feb-22,"4,506.27","4,526.33","4,401.41","4,418.64","4,418.64","4,164,960,000"
10-Feb-22,"4,553.24","4,588.92","4,484.31","4,504.08","4,504.08","4,490,500,000"
9-Feb-22,"4,547.00","4,590.03","4,547.00","4,587.18","4,587.18","3,662,810,000"
8-Feb-22,"4,480.02","4,531.32","4,465.40","4,521.54","4,521.54","3,509,330,000"
7-Feb-22,"4,505.75","4,521.86","4,471.47","4,483.87","4,483.87","3,291,600,000"
4-Feb-22,"4,482.79","4,539.66","4,451.50","4,500.53","4,500.53","3,673,700,000"
3-Feb-22,"4,535.41","4,542.88","4,470.39","4,477.44","4,477.44","3,596,830,000"
2-Feb-22,"4,566.39","4,595.31","4,544.32","4,589.38","4,589.38","3,777,170,000"
1-Feb-22,"4,519.57","4,550.49","4,483.53","4,546.54","4,546.54","3,796,450,000"
31-Jan-22,"4,431.79","4,516.89","4,414.02","4,515.55","4,515.55","4,001,950,000"
28-Jan-22,"4,336.19","4,432.72","4,292.46","4,431.85","4,431.85","3,936,030,000"
27-Jan-22,"4,380.58","4,428.74","4,309.50","4,326.51","4,326.51","4,074,330,000"
26-Jan-22,"4,408.43","4,453.23","4,304.80","4,349.93","4,349.93","4,046,270,000"
25-Jan-22,"4,366.64","4,411.01","4,287.11","4,356.45","4,356.45","3,989,420,000"
24-Jan-22,"4,356.32","4,417.35","4,222.62","4,410.13","4,410.13","5,172,540,000"
21-Jan-22,"4,471.38","4,494.52","4,395.34","4,397.94","4,397.94","3,945,810,000"
20-Jan-22,"4,547.35","4,602.11","4,477.95","4,482.73","4,482.73","3,473,060,000"
19-Jan-22,"4,588.03","4,611.55","4,530.20","4,532.76","4,532.76","3,387,370,000"
18-Jan-22,"4,632.24","4,632.24","4,568.70","4,577.11","4,577.11","3,324,960,000"
14-Jan-22,"4,637.99","4,665.13","4,614.75","4,662.85","4,662.85","3,483,530,000"
13-Jan-22,"4,733.56","4,744.13","4,650.29","4,659.03","4,659.03","3,539,830,000"
12-Jan-22,"4,728.59","4,748.83","4,706.71","4,726.35","4,726.35","3,060,040,000"
11-Jan-22,"4,669.14","4,714.13","4,638.27","4,713.07","4,713.07","3,421,600,000"
10-Jan-22,"4,655.34","4,673.02","4,582.24","4,670.29","4,670.29","3,621,800,000"
7-Jan-22,"4,697.66","4,707.95","4,662.74","4,677.03","4,677.03","3,279,870,000"
6-Jan-22,"4,693.39","4,725.01","4,671.26","4,696.05","4,696.05","3,371,250,000"
5-Jan-22,"4,787.99","4,797.70","4,699.44","4,700.58","4,700.58","3,733,540,000"
4-Jan-22,"4,804.51","4,818.62","4,774.27","4,793.54","4,793.54","3,641,050,000"
3-Jan-22,"4,778.14","4,796.64","4,758.17","4,796.56","4,796.56","2,775,190,000"
31-Dec-21,"4,775.21","4,786.83","4,765.75","4,766.18","4,766.18","2,446,190,000"
30-Dec-21,"4,794.23","4,808.93","4,775.33","4,778.73","4,778.73","2,390,990,000"
29-Dec-21,"4,788.64","4,804.06","4,778.08","4,793.06","4,793.06","2,369,370,000"
28-Dec-21,"4,795.49","4,807.02","4,780.04","4,786.35","4,786.35","2,217,050,000"
27-Dec-21,"4,733.99","4,791.49","4,733.99","4,791.19","4,791.19","2,264,120,000"
23-Dec-21,"4,703.96","4,740.74","4,703.96","4,725.79","4,725.79","2,194,630,000"
22-Dec-21,"4,650.36","4,697.67","4,645.53","4,696.56","4,696.56","2,439,570,000"
21-Dec-21,"4,594.96","4,651.14","4,583.16","4,649.23","4,649.23","2,564,370,000"
20-Dec-21,"4,587.90","4,587.90","4,531.10","4,568.02","4,568.02","3,395,780,000"
17-Dec-21,"4,652.50","4,666.70","4,600.22","4,620.64","4,620.64","5,609,780,000"
16-Dec-21,"4,719.13","4,731.99","4,651.89","4,668.67","4,668.67","3,592,810,000"
15-Dec-21,"4,636.46","4,712.60","4,611.22","4,709.85","4,709.85","3,367,580,000"
14-Dec-21,"4,642.99","4,660.47","4,606.52","4,634.09","4,634.09","3,292,740,000"
13-Dec-21,"4,710.30","4,710.30","4,667.60","4,668.97","4,668.97","3,322,050,000"
10-Dec-21,"4,687.64","4,713.57","4,670.24","4,712.02","4,712.02","2,858,310,000"
9-Dec-21,"4,691.00","4,695.26","4,665.98","4,667.45","4,667.45","2,851,660,000"
8-Dec-21,"4,690.86","4,705.06","4,674.52","4,701.21","4,701.21","3,061,550,000"
7-Dec-21,"4,631.97","4,694.04","4,631.97","4,686.75","4,686.75","3,334,320,000"
6-Dec-21,"4,548.37","4,612.60","4,540.51","4,591.67","4,591.67","3,305,690,000"
3-Dec-21,"4,589.49","4,608.03","4,495.12","4,538.43","4,538.43","3,971,500,000"
2-Dec-21,"4,504.73","4,595.46","4,504.73","4,577.10","4,577.10","3,771,510,000"
1-Dec-21,"4,602.82","4,652.94","4,510.27","4,513.04","4,513.04","4,078,260,000"
30-Nov-21,"4,640.25","4,646.02","4,560.00","4,567.00","4,567.00","4,950,190,000"
29-Nov-21,"4,628.75","4,672.95","4,625.26","4,655.27","4,655.27","3,471,380,000"
26-Nov-21,"4,664.63","4,664.63","4,585.43","4,594.62","4,594.62","2,676,740,000"
24-Nov-21,"4,675.78","4,702.87","4,659.89","4,701.46","4,701.46","2,464,040,000"
23-Nov-21,"4,678.48","4,699.39","4,652.66","4,690.70","4,690.70","3,428,780,000"
22-Nov-21,"4,712.00","4,743.83","4,682.17","4,682.94","4,682.94","3,206,280,000"
19-Nov-21,"4,708.44","4,717.75","4,694.22","4,697.96","4,697.96","3,265,600,000"
18-Nov-21,"4,700.72","4,708.80","4,672.78","4,704.54","4,704.54","3,335,620,000"
17-Nov-21,"4,701.50","4,701.50","4,684.41","4,688.67","4,688.67","3,221,250,000"
16-Nov-21,"4,679.42","4,714.95","4,679.42","4,700.90","4,700.90","2,838,210,000"
15-Nov-21,"4,689.30","4,697.42","4,672.86","4,682.80","4,682.80","2,618,980,000"
12-Nov-21,"4,655.24","4,688.47","4,650.77","4,682.85","4,682.85","2,865,790,000"
11-Nov-21,"4,659.39","4,664.55","4,648.31","4,649.27","4,649.27","2,623,140,000"
10-Nov-21,"4,670.26","4,684.85","4,630.86","4,646.71","4,646.71","3,581,630,000"
9-Nov-21,"4,707.25","4,708.53","4,670.87","4,685.25","4,685.25","3,110,230,000"
8-Nov-21,"4,701.48","4,714.92","4,694.39","4,701.70","4,701.70","3,465,720,000"
5-Nov-21,"4,699.26","4,718.50","4,681.32","4,697.53","4,697.53","3,491,150,000"
4-Nov-21,"4,662.93","4,683.00","4,662.59","4,680.06","4,680.06","3,332,940,000"
3-Nov-21,"4,630.65","4,663.46","4,621.19","4,660.57","4,660.57","3,339,440,000"
2-Nov-21,"4,613.34","4,635.15","4,613.34","4,630.65","4,630.65","3,309,690,000"
1-Nov-21,"4,610.62","4,620.34","4,595.06","4,613.67","4,613.67","2,924,000,000"
29-Oct-21,"4,572.87","4,608.08","4,567.59","4,605.38","4,605.38","3,632,260,000"
28-Oct-21,"4,562.84","4,597.55","4,562.84","4,596.42","4,596.42","3,197,560,000"
27-Oct-21,"4,580.22","4,584.57","4,551.66","4,551.68","4,551.68","3,259,510,000"
26-Oct-21,"4,578.69","4,598.53","4,569.17","4,574.79","4,574.79","2,866,500,000"
25-Oct-21,"4,553.69","4,572.62","4,537.36","4,566.48","4,566.48","3,250,210,000"
22-Oct-21,"4,546.12","4,559.67","4,524.00","4,544.90","4,544.90","3,062,810,000"
21-Oct-21,"4,532.24","4,551.44","4,526.89","4,549.78","4,549.78","3,016,950,000"
20-Oct-21,"4,524.42","4,540.87","4,524.40","4,536.19","4,536.19","2,671,560,000"
19-Oct-21,"4,497.34","4,520.40","4,496.41","4,519.63","4,519.63","2,531,210,000"
18-Oct-21,"4,463.72","4,488.75","4,447.47","4,486.46","4,486.46","2,683,540,000"
15-Oct-21,"4,447.69","4,475.82","4,447.69","4,471.37","4,471.37","3,000,560,000"
14-Oct-21,"4,386.75","4,439.73","4,386.75","4,438.26","4,438.26","2,642,920,000"
13-Oct-21,"4,358.01","4,372.87","4,329.92","4,363.80","4,363.80","2,926,460,000"
12-Oct-21,"4,368.31","4,374.89","4,342.09","4,350.65","4,350.65","2,608,150,000"
11-Oct-21,"4,385.44","4,415.88","4,360.59","4,361.19","4,361.19","2,580,000,000"
8-Oct-21,"4,406.51","4,412.02","4,386.22","4,391.34","4,391.34","2,401,890,000"
7-Oct-21,"4,383.73","4,429.97","4,383.73","4,399.76","4,399.76","3,096,080,000"
6-Oct-21,"4,319.57","4,365.57","4,290.49","4,363.55","4,363.55","3,219,590,000"
5-Oct-21,"4,309.87","4,369.23","4,309.87","4,345.72","4,345.72","2,967,400,000"
4-Oct-21,"4,348.84","4,355.51","4,278.94","4,300.46","4,300.46","3,110,560,000"
1-Oct-21,"4,317.16","4,375.19","4,288.52","4,357.04","4,357.04","3,148,980,000"
30-Sep-21,"4,370.67","4,382.55","4,306.24","4,307.54","4,307.54","3,123,770,000"
29-Sep-21,"4,362.41","4,385.57","4,355.08","4,359.46","4,359.46","2,753,800,000"
28-Sep-21,"4,419.54","4,419.54","4,346.33","4,352.63","4,352.63","3,495,970,000"
27-Sep-21,"4,442.12","4,457.30","4,436.19","4,443.11","4,443.11","3,032,870,000"
24-Sep-21,"4,438.04","4,463.12","4,430.27","4,455.48","4,455.48","2,772,090,000"
23-Sep-21,"4,406.75","4,465.40","4,406.75","4,448.98","4,448.98","2,833,290,000"
22-Sep-21,"4,367.43","4,416.75","4,367.43","4,395.64","4,395.64","3,273,670,000"
21-Sep-21,"4,374.45","4,394.87","4,347.96","4,354.19","4,354.19","3,044,300,000"
20-Sep-21,"4,402.95","4,402.95","4,305.91","4,357.73","4,357.73","3,773,680,000"
17-Sep-21,"4,469.74","4,471.52","4,427.76","4,432.99","4,432.99","5,622,210,000"
16-Sep-21,"4,477.09","4,485.87","4,443.80","4,473.75","4,473.75","3,321,030,000"
15-Sep-21,"4,447.49","4,486.87","4,438.37","4,480.70","4,480.70","3,154,760,000"
14-Sep-21,"4,479.33","4,485.68","4,435.46","4,443.05","4,443.05","2,568,730,000"
13-Sep-21,"4,474.81","4,492.99","4,445.70","4,468.73","4,468.73","3,096,390,000"
10-Sep-21,"4,506.92","4,520.47","4,457.66","4,458.58","4,458.58","2,851,140,000"
9-Sep-21,"4,513.02","4,529.90","4,492.07","4,493.28","4,493.28","3,035,300,000"
8-Sep-21,"4,518.09","4,521.79","4,493.95","4,514.07","4,514.07","2,808,480,000"
7-Sep-21,"4,535.38","4,535.38","4,513.00","4,520.03","4,520.03","3,098,870,000"
3-Sep-21,"4,532.42","4,541.45","4,521.30","4,535.43","4,535.43","2,609,660,000"
2-Sep-21,"4,534.48","4,545.85","4,524.66","4,536.95","4,536.95","2,897,010,000"
1-Sep-21,"4,528.80","4,537.11","4,522.02","4,524.09","4,524.09","3,101,830,000"
31-Aug-21,"4,529.75","4,531.39","4,515.80","4,522.68","4,522.68","3,090,380,000"
30-Aug-21,"4,513.76","4,537.36","4,513.76","4,528.79","4,528.79","2,557,300,000"
27-Aug-21,"4,474.10","4,513.33","4,474.10","4,509.37","4,509.37","2,862,360,000"
26-Aug-21,"4,493.75","4,495.90","4,468.99","4,470.00","4,470.00","2,704,600,000"
25-Aug-21,"4,490.45","4,501.71","4,485.66","4,496.19","4,496.19","2,554,680,000"
24-Aug-21,"4,484.40","4,492.81","4,482.28","4,486.23","4,486.23","3,037,770,000"
23-Aug-21,"4,450.29","4,489.88","4,450.29","4,479.53","4,479.53","2,965,520,000"
20-Aug-21,"4,410.56","4,444.35","4,406.80","4,441.67","4,441.67","2,867,770,000"
19-Aug-21,"4,382.44","4,418.61","4,367.73","4,405.80","4,405.80","3,120,840,000"
18-Aug-21,"4,440.94","4,454.32","4,397.59","4,400.27","4,400.27","2,965,210,000"
17-Aug-21,"4,462.12","4,462.12","4,417.83","4,448.08","4,448.08","2,884,000,000"
16-Aug-21,"4,461.65","4,480.26","4,437.66","4,479.71","4,479.71","2,707,170,000"
13-Aug-21,"4,464.84","4,468.37","4,460.82","4,468.00","4,468.00","2,371,630,000"
12-Aug-21,"4,446.08","4,461.77","4,435.96","4,460.83","4,460.83","2,543,860,000"
11-Aug-21,"4,442.18","4,449.44","4,436.42","4,442.41","4,442.41","2,803,060,000"
10-Aug-21,"4,435.79","4,445.21","4,430.03","4,436.75","4,436.75","3,219,840,000"
9-Aug-21,"4,437.77","4,439.39","4,424.74","4,432.35","4,432.35","2,779,880,000"
6-Aug-21,"4,429.07","4,440.82","4,429.07","4,436.52","4,436.52","2,839,970,000"
5-Aug-21,"4,408.86","4,429.76","4,408.86","4,429.10","4,429.10","2,734,220,000"
4-Aug-21,"4,415.95","4,416.17","4,400.23","4,402.66","4,402.66","3,382,620,000"
3-Aug-21,"4,392.74","4,423.79","4,373.00","4,423.15","4,423.15","3,305,340,000"
2-Aug-21,"4,406.86","4,422.18","4,384.81","4,387.16","4,387.16","2,919,940,000"
30-Jul-21,"4,395.12","4,412.25","4,389.65","4,395.26","4,395.26","2,861,600,000"
29-Jul-21,"4,403.59","4,429.97","4,403.59","4,419.15","4,419.15","2,815,510,000"
28-Jul-21,"4,402.95","4,415.47","4,387.01","4,400.64","4,400.64","3,215,130,000"
27-Jul-21,"4,416.38","4,416.38","4,372.51","4,401.46","4,401.46","3,381,080,000"
26-Jul-21,"4,409.58","4,422.73","4,405.45","4,422.30","4,422.30","2,679,110,000"
23-Jul-21,"4,381.20","4,415.18","4,381.20","4,411.79","4,411.79","3,490,730,000"
22-Jul-21,"4,361.27","4,369.87","4,350.06","4,367.48","4,367.48","2,907,910,000"
21-Jul-21,"4,331.13","4,359.70","4,331.13","4,358.69","4,358.69","3,078,550,000"
20-Jul-21,"4,265.11","4,336.84","4,262.05","4,323.06","4,323.06","3,634,190,000"
19-Jul-21,"4,296.40","4,296.40","4,233.13","4,258.49","4,258.49","4,155,790,000"
16-Jul-21,"4,367.43","4,375.09","4,322.53","4,327.16","4,327.16","3,165,160,000"
15-Jul-21,"4,369.02","4,369.02","4,340.70","4,360.03","4,360.03","3,226,930,000"
14-Jul-21,"4,380.11","4,393.68","4,362.36","4,374.30","4,374.30","3,213,870,000"
13-Jul-21,"4,381.07","4,392.37","4,366.92","4,369.21","4,369.21","3,166,900,000"
12-Jul-21,"4,372.41","4,386.68","4,364.03","4,384.63","4,384.63","2,983,980,000"
9-Jul-21,"4,329.38","4,371.60","4,329.38","4,369.55","4,369.55","2,738,280,000"
8-Jul-21,"4,321.07","4,330.88","4,289.37","4,320.82","4,320.82","3,393,780,000"
7-Jul-21,"4,351.01","4,361.88","4,329.79","4,358.13","4,358.13","3,243,900,000"
6-Jul-21,"4,356.46","4,356.46","4,314.37","4,343.54","4,343.54","3,437,900,000"
2-Jul-21,"4,326.60","4,355.43","4,326.60","4,352.34","4,352.34","2,628,550,000"
1-Jul-21,"4,300.73","4,320.66","4,300.73","4,319.94","4,319.94","3,077,580,000"
30-Jun-21,"4,290.65","4,302.43","4,287.96","4,297.50","4,297.50","3,687,880,000"
29-Jun-21,"4,293.21","4,300.52","4,287.04","4,291.80","4,291.80","3,049,560,000"
28-Jun-21,"4,284.90","4,292.14","4,274.67","4,290.61","4,290.61","3,415,610,000"
25-Jun-21,"4,274.45","4,286.12","4,271.16","4,280.70","4,280.70","6,248,390,000"
24-Jun-21,"4,256.97","4,271.28","4,256.97","4,266.49","4,266.49","3,141,680,000"
23-Jun-21,"4,249.27","4,256.60","4,241.43","4,241.84","4,241.84","3,172,440,000"
22-Jun-21,"4,224.61","4,255.84","4,217.27","4,246.44","4,246.44","3,208,760,000"
21-Jun-21,"4,173.40","4,226.24","4,173.40","4,224.79","4,224.79","3,391,740,000"
18-Jun-21,"4,204.78","4,204.78","4,164.40","4,166.45","4,166.45","6,084,980,000"
17-Jun-21,"4,220.37","4,232.29","4,196.05","4,221.86","4,221.86","3,952,110,000"
16-Jun-21,"4,248.87","4,251.89","4,202.45","4,223.70","4,223.70","3,722,050,000"
15-Jun-21,"4,255.28","4,257.16","4,238.35","4,246.59","4,246.59","3,578,450,000"
14-Jun-21,"4,248.31","4,255.59","4,234.07","4,255.15","4,255.15","3,612,050,000"
11-Jun-21,"4,242.90","4,248.38","4,232.25","4,247.44","4,247.44","3,204,280,000"
10-Jun-21,"4,228.56","4,249.74","4,220.34","4,239.18","4,239.18","3,502,480,000"
9-Jun-21,"4,232.99","4,237.09","4,218.74","4,219.55","4,219.55","3,902,870,000"
8-Jun-21,"4,233.81","4,236.74","4,208.41","4,227.26","4,227.26","3,943,870,000"
7-Jun-21,"4,229.34","4,232.34","4,215.66","4,226.52","4,226.52","3,835,570,000"
4-Jun-21,"4,206.05","4,233.45","4,206.05","4,229.89","4,229.89","3,487,070,000"
3-Jun-21,"4,191.43","4,204.39","4,167.93","4,192.85","4,192.85","4,579,450,000"
2-Jun-21,"4,206.82","4,217.37","4,198.27","4,208.12","4,208.12","4,860,930,000"
1-Jun-21,"4,216.52","4,234.12","4,197.59","4,202.04","4,202.04","4,122,960,000"
28-May-21,"4,210.77","4,218.36","4,203.57","4,204.11","4,204.11","4,199,270,000"
27-May-21,"4,201.94","4,213.38","4,197.78","4,200.88","4,200.88","5,201,110,000"
26-May-21,"4,191.59","4,202.61","4,184.11","4,195.99","4,195.99","3,674,490,000"
25-May-21,"4,205.94","4,213.42","4,182.52","4,188.13","4,188.13","3,420,870,000"
24-May-21,"4,170.16","4,209.52","4,170.16","4,197.05","4,197.05","2,947,400,000"
21-May-21,"4,168.61","4,188.72","4,151.72","4,155.86","4,155.86","3,344,620,000"
20-May-21,"4,121.97","4,172.80","4,121.97","4,159.12","4,159.12","3,019,060,000"
19-May-21,"4,098.45","4,116.93","4,061.41","4,115.68","4,115.68","3,485,550,000"
18-May-21,"4,165.94","4,169.15","4,125.99","4,127.83","4,127.83","3,559,790,000"
17-May-21,"4,169.92","4,171.92","4,142.69","4,163.29","4,163.29","3,307,130,000"
14-May-21,"4,129.58","4,183.13","4,129.58","4,173.85","4,173.85","3,251,920,000"
13-May-21,"4,074.99","4,131.58","4,074.99","4,112.50","4,112.50","3,687,780,000"
12-May-21,"4,130.55","4,134.73","4,056.88","4,063.04","4,063.04","3,735,080,000"
11-May-21,"4,150.34","4,162.04","4,111.53","4,152.10","4,152.10","3,593,110,000"
10-May-21,"4,228.29","4,236.39","4,188.13","4,188.43","4,188.43","3,678,970,000"
7-May-21,"4,210.34","4,238.04","4,201.64","4,232.60","4,232.60","4,013,060,000"
6-May-21,"4,169.14","4,202.70","4,147.33","4,201.62","4,201.62","4,504,860,000"
5-May-21,"4,177.06","4,187.72","4,160.94","4,167.59","4,167.59","4,029,050,000"
4-May-21,"4,179.04","4,179.04","4,128.59","4,164.66","4,164.66","4,441,080,000"
3-May-21,"4,191.98","4,209.39","4,188.03","4,192.66","4,192.66","4,061,170,000"
30-Apr-21,"4,198.10","4,198.10","4,174.85","4,181.17","4,181.17","4,273,680,000"
29-Apr-21,"4,206.14","4,218.78","4,176.81","4,211.47","4,211.47","4,288,940,000"
28-Apr-21,"4,185.14","4,201.53","4,181.78","4,183.18","4,183.18","3,772,390,000"
27-Apr-21,"4,188.25","4,193.35","4,176.22","4,186.72","4,186.72","3,703,240,000"
26-Apr-21,"4,185.03","4,194.19","4,182.36","4,187.62","4,187.62","3,738,920,000"
23-Apr-21,"4,138.78","4,194.17","4,138.78","4,180.17","4,180.17","3,568,080,000"
22-Apr-21,"4,170.46","4,179.57","4,123.69","4,134.98","4,134.98","4,235,040,000"
*Close price adjusted for splits.**Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,,,,,,
